source,relation,target
f0201,raises,Medium_GI
f0202,raises,Low_GI
f0203,raises,Medium_GI
f0204,raises,Low_GI
f0205,raises,Medium_GI
f0206,raises,Low_GI
f0207,raises,Medium_GI
f0208,raises,Medium_GI
f0209,raises,Low_GI
f0210,raises,Low_GI
f0211,raises,Medium_GI
f0212,raises,Medium_GI
f0213,raises,Medium_GI
f0214,raises,Low_GI
f0215,raises,Medium_GI
f0216,raises,Low_GI
f0217,raises,Medium_GI
f0218,raises,High_GI
f0219,raises,Medium_GI
f0220,raises,Medium_GI
f0221,raises,Medium_GI
f0222,raises,Low_GI
f0223,raises,Medium_GI
f0224,raises,Medium_GI
f0225,raises,Low_GI
f0226,raises,High_GI
f0227,raises,Medium_GI
f0228,raises,Medium_GI
f0229,raises,Low_GI
f0230,raises,Medium_GI
f0231,raises,Low_GI
f0232,raises,Low_GI
f0233,raises,Medium_GI
f0234,raises,High_GI
f0235,raises,Medium_GI
f0236,raises,Low_GI
f0237,raises,Low_GI
f0238,raises,Medium_GI
f0239,raises,Medium_GI
f0240,raises,Medium_GI
f0241,raises,Low_GI
f0242,raises,Medium_GI
f0243,raises,Medium_GI
f0244,raises,Medium_GI
f0245,raises,Medium_GI
f0246,raises,Medium_GI
f0247,raises,Medium_GI
f0248,raises,Medium_GI
f0249,raises,Medium_GI
f0250,raises,Low_GI
f0251,raises,Low_GI
f0252,raises,Low_GI
f0253,raises,Low_GI
f0254,raises,Low_GI
f0255,raises,Low_GI
f0256,raises,Medium_GI
f0257,raises,Medium_GI
f0258,raises,Low_GI
f0259,raises,Low_GI
f0260,raises,Low_GI
f0261,raises,Low_GI
f0262,raises,Low_GI
f0263,raises,Medium_GI
f0264,raises,Medium_GI
f0265,raises,Medium_GI
f0266,raises,Medium_GI
f0267,raises,Medium_GI
f0268,raises,Medium_GI
f0269,raises,Low_GI
f0270,raises,High_GI
f0271,raises,High_GI
f0272,raises,Low_GI
f0273,raises,Medium_GI
f0274,raises,Low_GI
f0275,raises,Medium_GI
f0276,raises,Low_GI
f0277,raises,Low_GI
f0278,raises,Medium_GI
f0279,raises,Low_GI
f0280,raises,Medium_GI
f0281,raises,Low_GI
f0282,raises,Low_GI
f0283,raises,Low_GI
f0284,raises,Medium_GI
f0285,raises,Medium_GI
f0286,raises,Medium_GI
f0287,raises,Low_GI
f0288,raises,Medium_GI
f0289,raises,High_GI
f0290,raises,Medium_GI
f0291,raises,Medium_GI
f0292,raises,Medium_GI
f0293,raises,Medium_GI
f0294,raises,Low_GI
f0295,raises,Medium_GI
f0296,raises,Medium_GI
f0297,raises,Low_GI
f0298,raises,Low_GI
f0299,raises,Low_GI
f0300,raises,Low_GI
f0301,raises,Low_GI
f0302,raises,Medium_GI
f0303,raises,Medium_GI
f0304,raises,Low_GI
f0305,raises,Medium_GI
f0306,raises,Low_GI
f0307,raises,Medium_GI
f0308,raises,Low_GI
f0309,raises,Medium_GI
f0310,raises,Medium_GI
f0311,raises,Low_GI
f0312,raises,Low_GI
f0313,raises,Low_GI
f0314,raises,Medium_GI
f0315,raises,Medium_GI
f0316,raises,Medium_GI
f0317,raises,Medium_GI
f0318,raises,Low_GI
f0319,raises,Medium_GI
f0320,raises,Low_GI
f0321,raises,Medium_GI
f0322,raises,Medium_GI
f0323,raises,Medium_GI
f0324,raises,Medium_GI
f0325,raises,Low_GI
f0326,raises,Medium_GI
f0327,raises,Medium_GI
f0328,raises,Medium_GI
f0329,raises,Medium_GI
f0330,raises,Medium_GI
f0331,raises,Medium_GI
f0332,raises,Medium_GI
f0333,raises,Low_GI
f0334,raises,Medium_GI
f0335,raises,Medium_GI
f0336,raises,High_GI
f0337,raises,Low_GI
f0338,raises,Low_GI
f0339,raises,Low_GI
f0340,raises,Low_GI
f0341,raises,Low_GI
f0342,raises,Low_GI
f0343,raises,Low_GI
f0344,raises,Low_GI
f0345,raises,Medium_GI
f0346,raises,Medium_GI
f0347,raises,Medium_GI
f0348,raises,Low_GI
f0349,raises,Medium_GI
f0350,raises,Medium_GI
f0351,raises,Medium_GI
f0352,raises,Low_GI
f0353,raises,Low_GI
f0354,raises,Medium_GI
f0355,raises,Low_GI
f0356,raises,Medium_GI
f0357,raises,Low_GI
f0358,raises,Medium_GI
f0359,raises,Medium_GI
f0360,raises,Medium_GI
f0361,raises,Medium_GI
f0362,raises,Medium_GI
f0363,raises,Medium_GI
f0364,raises,Low_GI
f0365,raises,Low_GI
f0366,raises,Low_GI
f0367,raises,Medium_GI
f0368,raises,Low_GI
f0369,raises,Medium_GI
f0370,raises,Low_GI
f0371,raises,Low_GI
f0372,raises,Low_GI
f0373,raises,Medium_GI
f0374,raises,Low_GI
f0375,raises,Low_GI
f0376,raises,Low_GI
f0377,raises,Medium_GI
f0378,raises,Medium_GI
f0379,raises,Low_GI
f0380,raises,Low_GI
f0381,raises,Low_GI
f0382,raises,Medium_GI
f0383,raises,Medium_GI
f0384,raises,Medium_GI
f0385,raises,Medium_GI
f0386,raises,Low_GI
f0387,raises,Medium_GI
f0388,raises,Medium_GI
f0389,raises,Medium_GI
f0390,raises,Medium_GI
f0391,raises,Medium_GI
f0392,raises,Medium_GI
f0393,raises,Low_GI
f0394,raises,Medium_GI
f0395,raises,Low_GI
f0396,raises,High_GI
f0397,raises,Low_GI
f0398,raises,Low_GI
f0399,raises,Low_GI
f0400,raises,Low_GI
f0401,raises,Low_GI
f0402,raises,Low_GI
f0403,raises,Low_GI
f0404,raises,Medium_GI
f0405,raises,Medium_GI
f0406,raises,Medium_GI
f0407,raises,Low_GI
f0408,raises,Low_GI
f0409,raises,Medium_GI
f0410,raises,Low_GI
f0411,raises,Medium_GI
f0412,raises,Medium_GI
f0413,raises,Medium_GI
f0414,raises,Low_GI
f0415,raises,Medium_GI
f0416,raises,Medium_GI
f0417,raises,Medium_GI
f0418,raises,Medium_GI
f0419,raises,Medium_GI
f0420,raises,Medium_GI
f0421,raises,Low_GI
f0422,raises,Medium_GI
f0423,raises,Low_GI
f0424,raises,Medium_GI
f0425,raises,Low_GI
f0426,raises,Low_GI
f0427,raises,Medium_GI
f0428,raises,Medium_GI
f0429,raises,Low_GI
f0430,raises,Low_GI
f0431,raises,Low_GI
f0432,raises,Low_GI
f0433,raises,Low_GI
f0434,raises,Medium_GI
f0435,raises,Low_GI
f0436,raises,Medium_GI
f0437,raises,High_GI
f0438,raises,Low_GI
f0439,raises,Medium_GI
f0440,raises,Medium_GI
f0441,raises,Low_GI
f0442,raises,Low_GI
f0443,raises,Medium_GI
f0444,raises,Low_GI
f0445,raises,Medium_GI
f0446,raises,Medium_GI
f0447,raises,Medium_GI
f0448,raises,Medium_GI
f0449,raises,Medium_GI
f0450,raises,Low_GI
f0451,raises,Medium_GI
f0452,raises,Low_GI
f0453,raises,Medium_GI
f0454,raises,Low_GI
f0455,raises,Low_GI
f0456,raises,Medium_GI
f0457,raises,Medium_GI
f0458,raises,Medium_GI
f0459,raises,Medium_GI
f0460,raises,Medium_GI
f0461,raises,Low_GI
f0462,raises,Medium_GI
f0463,raises,Medium_GI
f0464,raises,Medium_GI
f0465,raises,Low_GI
f0466,raises,High_GI
f0467,raises,Medium_GI
f0468,raises,Medium_GI
f0469,raises,Medium_GI
f0470,raises,Medium_GI
f0471,raises,Medium_GI
f0472,raises,Medium_GI
f0473,raises,Medium_GI
f0474,raises,Medium_GI
f0475,raises,Medium_GI
f0476,raises,Low_GI
f0477,raises,Medium_GI
f0478,raises,Low_GI
f0479,raises,Medium_GI
f0480,raises,High_GI
f0481,raises,Low_GI
f0482,raises,Low_GI
f0483,raises,Low_GI
f0484,raises,Low_GI
f0485,raises,Medium_GI
f0486,raises,Medium_GI
f0487,raises,Medium_GI
f0488,raises,Low_GI
f0489,raises,High_GI
f0490,raises,Medium_GI
f0491,raises,Medium_GI
f0492,raises,Low_GI
f0493,raises,Medium_GI
f0494,raises,Low_GI
f0495,raises,Medium_GI
f0496,raises,Low_GI
f0497,raises,Medium_GI
f0498,raises,Medium_GI
f0499,raises,Medium_GI
f0500,raises,Medium_GI
f0501,raises,Low_GI
f0502,raises,Medium_GI
f0503,raises,Medium_GI
f0504,raises,Medium_GI
f0505,raises,Medium_GI
f0506,raises,Low_GI
f0507,raises,Medium_GI
f0508,raises,Medium_GI
f0509,raises,Low_GI
f0510,raises,Medium_GI
f0511,raises,Low_GI
f0512,raises,High_GI
f0513,raises,Medium_GI
f0514,raises,Medium_GI
f0515,raises,Medium_GI
f0516,raises,Low_GI
f0517,raises,Medium_GI
f0518,raises,Medium_GI
f0519,raises,Low_GI
f0520,raises,Medium_GI
f0521,raises,Medium_GI
f0522,raises,Low_GI
f0523,raises,Medium_GI
f0524,raises,High_GI
f0525,raises,Low_GI
f0526,raises,Medium_GI
f0527,raises,Medium_GI
f0528,raises,Low_GI
f0529,raises,Low_GI
f0530,raises,Medium_GI
f0531,raises,Low_GI
f0532,raises,Low_GI
f0533,raises,Medium_GI
f0534,raises,Low_GI
f0535,raises,Low_GI
f0536,raises,Medium_GI
f0537,raises,Low_GI
f0538,raises,Low_GI
f0539,raises,Low_GI
f0540,raises,Medium_GI
f0541,raises,Low_GI
f0542,raises,Medium_GI
f0543,raises,Low_GI
f0544,raises,Medium_GI
f0545,raises,Medium_GI
f0546,raises,Low_GI
f0547,raises,Low_GI
f0548,raises,Low_GI
f0549,raises,Medium_GI
f0550,raises,Medium_GI
f0551,raises,Medium_GI
f0552,raises,Low_GI
f0553,raises,Medium_GI
f0554,raises,Medium_GI
f0555,raises,Medium_GI
f0556,raises,Low_GI
f0557,raises,Medium_GI
f0558,raises,Medium_GI
f0559,raises,Low_GI
f0560,raises,Low_GI
f0561,raises,Low_GI
f0562,raises,Low_GI
f0563,raises,Medium_GI
f0564,raises,Medium_GI
f0565,raises,Low_GI
f0566,raises,Medium_GI
f0567,raises,Low_GI
f0568,raises,Medium_GI
f0569,raises,Medium_GI
f0570,raises,Low_GI
f0571,raises,Medium_GI
f0572,raises,Medium_GI
f0573,raises,High_GI
f0574,raises,Medium_GI
f0575,raises,Medium_GI
f0576,raises,Low_GI
f0577,raises,Medium_GI
f0578,raises,Low_GI
f0579,raises,Low_GI
f0580,raises,Medium_GI
f0581,raises,Medium_GI
f0582,raises,Medium_GI
f0583,raises,Low_GI
f0584,raises,Medium_GI
f0585,raises,Low_GI
f0586,raises,Medium_GI
f0587,raises,Medium_GI
f0588,raises,Low_GI
f0589,raises,Medium_GI
f0590,raises,Medium_GI
f0591,raises,Low_GI
f0592,raises,Low_GI
f0593,raises,Low_GI
f0594,raises,Medium_GI
f0595,raises,Medium_GI
f0596,raises,Medium_GI
f0597,raises,Medium_GI
f0598,raises,Low_GI
f0599,raises,Low_GI
f0600,raises,Medium_GI
f0601,raises,Low_GI
f0602,raises,Low_GI
f0603,raises,Medium_GI
f0604,raises,Low_GI
f0605,raises,Medium_GI
f0606,raises,Medium_GI
f0607,raises,Low_GI
f0608,raises,Low_GI
f0609,raises,Low_GI
f0610,raises,Medium_GI
f0611,raises,Medium_GI
f0612,raises,Low_GI
f0613,raises,Low_GI
f0614,raises,Medium_GI
f0615,raises,Medium_GI
f0616,raises,Medium_GI
f0617,raises,Low_GI
f0618,raises,Medium_GI
f0619,raises,Low_GI
f0620,raises,Low_GI
f0621,raises,Low_GI
f0622,raises,Low_GI
f0623,raises,Medium_GI
f0624,raises,Medium_GI
f0625,raises,Medium_GI
f0626,raises,Low_GI
f0627,raises,Medium_GI
f0628,raises,Low_GI
f0629,raises,Low_GI
f0630,raises,Low_GI
f0631,raises,Medium_GI
f0632,raises,Medium_GI
f0633,raises,Low_GI
f0634,raises,Low_GI
f0635,raises,High_GI
f0636,raises,Low_GI
f0637,raises,Low_GI
f0638,raises,Low_GI
f0639,raises,Medium_GI
f0640,raises,Low_GI
f0641,raises,Medium_GI
f0642,raises,Medium_GI
f0643,raises,Low_GI
f0644,raises,Medium_GI
f0645,raises,Low_GI
f0646,raises,Medium_GI
f0647,raises,Medium_GI
f0648,raises,Low_GI
f0649,raises,Medium_GI
f0650,raises,Medium_GI
f0651,raises,Low_GI
f0652,raises,Medium_GI
f0653,raises,Medium_GI
f0654,raises,Medium_GI
f0655,raises,Low_GI
f0656,raises,Medium_GI
f0657,raises,Low_GI
f0658,raises,Medium_GI
f0659,raises,Low_GI
f0660,raises,Medium_GI
f0661,raises,Medium_GI
f0662,raises,Medium_GI
f0663,raises,Medium_GI
f0664,raises,Low_GI
f0665,raises,Low_GI
f0666,raises,Medium_GI
f0667,raises,Medium_GI
f0668,raises,Medium_GI
f0669,raises,Low_GI
f0670,raises,Medium_GI
f0671,raises,Low_GI
f0672,raises,Medium_GI
f0673,raises,Medium_GI
f0674,raises,Low_GI
f0675,raises,Low_GI
f0676,raises,Medium_GI
f0677,raises,Low_GI
f0678,raises,Medium_GI
f0679,raises,Low_GI
f0680,raises,Medium_GI
f0681,raises,Medium_GI
f0682,raises,Medium_GI
f0683,raises,Medium_GI
f0684,raises,Medium_GI
f0685,raises,Low_GI
f0686,raises,Medium_GI
f0687,raises,Low_GI
f0688,raises,Low_GI
f0689,raises,Medium_GI
f0690,raises,Medium_GI
f0691,raises,Low_GI
f0692,raises,Medium_GI
f0693,raises,Medium_GI
f0694,raises,Low_GI
f0695,raises,Low_GI
f0696,raises,Low_GI
f0697,raises,Medium_GI
f0698,raises,Medium_GI
f0699,raises,Medium_GI
f0700,raises,Low_GI
f0701,raises,Medium_GI
f0702,raises,Medium_GI
f0703,raises,Medium_GI
f0704,raises,Low_GI
f0705,raises,Medium_GI
f0706,raises,Low_GI
f0707,raises,Medium_GI
f0708,raises,Low_GI
f0709,raises,Medium_GI
f0710,raises,Low_GI
f0711,raises,Medium_GI
f0712,raises,Medium_GI
f0713,raises,Low_GI
f0714,raises,Medium_GI
f0715,raises,Low_GI
f0716,raises,Medium_GI
f0717,raises,Medium_GI
f0718,raises,Medium_GI
f0719,raises,Medium_GI
f0720,raises,Low_GI
f0721,raises,Medium_GI
f0722,raises,Low_GI
f0723,raises,Medium_GI
f0724,raises,Medium_GI
f0725,raises,Medium_GI
f0726,raises,Low_GI
f0727,raises,High_GI
f0728,raises,Low_GI
f0729,raises,Medium_GI
f0730,raises,Medium_GI
f0731,raises,Low_GI
f0732,raises,Low_GI
f0733,raises,Medium_GI
f0734,raises,Medium_GI
f0735,raises,Medium_GI
f0736,raises,Medium_GI
f0737,raises,Medium_GI
f0738,raises,Medium_GI
f0739,raises,Low_GI
f0740,raises,Low_GI
f0741,raises,Medium_GI
f0742,raises,Medium_GI
f0743,raises,Medium_GI
f0744,raises,Medium_GI
f0745,raises,Medium_GI
f0746,raises,Medium_GI
f0747,raises,Medium_GI
f0748,raises,Low_GI
f0749,raises,Low_GI
f0750,raises,Medium_GI
f0751,raises,Medium_GI
f0752,raises,Low_GI
f0753,raises,Medium_GI
f0754,raises,Medium_GI
f0755,raises,Medium_GI
f0756,raises,Medium_GI
f0757,raises,Medium_GI
f0758,raises,Medium_GI
f0759,raises,Low_GI
f0760,raises,Medium_GI
f0761,raises,Medium_GI
f0762,raises,Low_GI
f0763,raises,Medium_GI
f0764,raises,Medium_GI
f0765,raises,Medium_GI
f0766,raises,Medium_GI
f0767,raises,Medium_GI
f0768,raises,Medium_GI
f0769,raises,Medium_GI
f0770,raises,Low_GI
f0771,raises,Low_GI
f0772,raises,Medium_GI
f0773,raises,Medium_GI
f0774,raises,Low_GI
f0775,raises,Low_GI
f0776,raises,Medium_GI
f0777,raises,Medium_GI
f0778,raises,Medium_GI
f0779,raises,Medium_GI
f0780,raises,Medium_GI
f0781,raises,Low_GI
f0782,raises,Medium_GI
f0783,raises,Medium_GI
f0784,raises,Low_GI
f0785,raises,Medium_GI
f0786,raises,Medium_GI
f0787,raises,Low_GI
f0788,raises,Low_GI
f0789,raises,Medium_GI
f0790,raises,Low_GI
f0791,raises,Low_GI
f0792,raises,Low_GI
f0793,raises,Medium_GI
f0794,raises,Medium_GI
f0795,raises,Low_GI
f0796,raises,Medium_GI
f0797,raises,Medium_GI
f0798,raises,Medium_GI
f0799,raises,Medium_GI
f0800,raises,Low_GI
f0801,raises,Medium_GI
f0802,raises,Low_GI
f0803,raises,Low_GI
f0804,raises,Low_GI
f0805,raises,Medium_GI
f0806,raises,Medium_GI
f0807,raises,Low_GI
f0808,raises,Medium_GI
f0809,raises,Low_GI
f0810,raises,Medium_GI
f0811,raises,Medium_GI
f0812,raises,Low_GI
f0813,raises,Low_GI
f0814,raises,Medium_GI
f0815,raises,Medium_GI
f0816,raises,Medium_GI
f0817,raises,Medium_GI
f0818,raises,Low_GI
f0819,raises,Low_GI
f0820,raises,Low_GI
f0821,raises,Low_GI
f0822,raises,Medium_GI
f0823,raises,Medium_GI
f0824,raises,Medium_GI
f0825,raises,Medium_GI
f0826,raises,High_GI
f0827,raises,Medium_GI
f0828,raises,Medium_GI
f0829,raises,Medium_GI
f0830,raises,Medium_GI
f0831,raises,Medium_GI
f0832,raises,Low_GI
f0833,raises,Medium_GI
f0834,raises,Medium_GI
f0835,raises,Low_GI
f0836,raises,Medium_GI
f0837,raises,High_GI
f0838,raises,Medium_GI
f0839,raises,Medium_GI
f0840,raises,Medium_GI
f0841,raises,Medium_GI
f0842,raises,Medium_GI
f0843,raises,Medium_GI
f0844,raises,Medium_GI
f0845,raises,Low_GI
f0846,raises,High_GI
f0847,raises,Medium_GI
f0848,raises,Medium_GI
f0849,raises,Medium_GI
f0850,raises,Medium_GI
f0851,raises,Low_GI
f0852,raises,Low_GI
f0853,raises,Medium_GI
f0854,raises,Medium_GI
f0855,raises,Medium_GI
f0856,raises,Medium_GI
f0857,raises,Medium_GI
f0858,raises,Medium_GI
f0859,raises,Medium_GI
f0860,raises,Medium_GI
f0861,raises,Medium_GI
f0862,raises,Low_GI
f0863,raises,Medium_GI
f0864,raises,Low_GI
f0865,raises,Medium_GI
f0866,raises,Low_GI
f0867,raises,Medium_GI
f0868,raises,Low_GI
f0869,raises,Low_GI
f0870,raises,Medium_GI
f0871,raises,Medium_GI
f0872,raises,Medium_GI
f0873,raises,Medium_GI
f0874,raises,Low_GI
f0875,raises,Low_GI
f0876,raises,Medium_GI
f0877,raises,Medium_GI
f0878,raises,Low_GI
f0879,raises,Medium_GI
f0880,raises,Medium_GI
f0881,raises,Medium_GI
f0882,raises,Low_GI
f0883,raises,Low_GI
f0884,raises,Medium_GI
f0885,raises,Medium_GI
f0886,raises,Low_GI
f0887,raises,Low_GI
f0888,raises,Low_GI
f0889,raises,Low_GI
f0890,raises,Low_GI
f0891,raises,Medium_GI
f0892,raises,Low_GI
f0893,raises,Low_GI
f0894,raises,Low_GI
f0895,raises,High_GI
f0896,raises,Medium_GI
f0897,raises,Low_GI
f0898,raises,Medium_GI
f0899,raises,Medium_GI
f0900,raises,Low_GI
f0901,raises,Low_GI
f0902,raises,Medium_GI
f0903,raises,Medium_GI
f0904,raises,Medium_GI
f0905,raises,Low_GI
f0906,raises,Medium_GI
f0907,raises,Medium_GI
f0908,raises,Medium_GI
f0909,raises,Low_GI
f0910,raises,Low_GI
f0911,raises,Medium_GI
f0912,raises,Medium_GI
f0913,raises,Medium_GI
f0914,raises,Low_GI
f0915,raises,Low_GI
f0916,raises,Medium_GI
f0917,raises,Medium_GI
f0918,raises,Low_GI
f0919,raises,Low_GI
f0920,raises,High_GI
f0921,raises,Low_GI
f0922,raises,Medium_GI
f0923,raises,Medium_GI
f0924,raises,Low_GI
f0925,raises,Medium_GI
f0926,raises,Low_GI
f0927,raises,Medium_GI
f0928,raises,Low_GI
f0929,raises,Low_GI
f0930,raises,Medium_GI
f0931,raises,Medium_GI
f0932,raises,Medium_GI
f0933,raises,Low_GI
f0934,raises,Low_GI
f0935,raises,Medium_GI
f0936,raises,Low_GI
f0937,raises,Low_GI
f0938,raises,Low_GI
f0939,raises,Medium_GI
f0940,raises,Medium_GI
f0941,raises,Medium_GI
f0942,raises,Medium_GI
f0943,raises,Low_GI
f0944,raises,Low_GI
f0945,raises,Medium_GI
f0946,raises,Low_GI
f0947,raises,Medium_GI
f0948,raises,Medium_GI
f0949,raises,Medium_GI
f0950,raises,Low_GI
f0951,raises,Medium_GI
f0952,raises,Low_GI
f0953,raises,Medium_GI
f0954,raises,Medium_GI
f0955,raises,High_GI
f0956,raises,Low_GI
f0957,raises,Low_GI
f0958,raises,Medium_GI
f0959,raises,Low_GI
f0960,raises,Medium_GI
f0961,raises,Medium_GI
f0962,raises,Medium_GI
f0963,raises,High_GI
f0964,raises,Low_GI
f0965,raises,Medium_GI
f0966,raises,Medium_GI
f0967,raises,Low_GI
f0968,raises,Medium_GI
f0969,raises,Medium_GI
f0970,raises,Low_GI
f0971,raises,Medium_GI
f0972,raises,Low_GI
f0973,raises,Low_GI
f0974,raises,Medium_GI
f0975,raises,Medium_GI
f0976,raises,Medium_GI
f0977,raises,Medium_GI
f0978,raises,Low_GI
f0979,raises,Medium_GI
f0980,raises,Medium_GI
f0981,raises,Medium_GI
f0982,raises,Medium_GI
f0983,raises,Low_GI
f0984,raises,Medium_GI
f0985,raises,Medium_GI
f0986,raises,Medium_GI
f0987,raises,Medium_GI
f0988,raises,Low_GI
f0989,raises,Low_GI
f0990,raises,Low_GI
f0991,raises,Low_GI
f0992,raises,Low_GI
f0993,raises,Medium_GI
f0994,raises,Low_GI
f0995,raises,Low_GI
f0996,raises,Low_GI
f0997,raises,Medium_GI
f0998,raises,Low_GI
f0999,raises,Low_GI
f1000,raises,Medium_GI
f1001,raises,Medium_GI
f1002,raises,Medium_GI
f1003,raises,Medium_GI
f1004,raises,Low_GI
f1005,raises,Low_GI
f1006,raises,Medium_GI
f1007,raises,Low_GI
f1008,raises,Medium_GI
f1009,raises,Low_GI
f1010,raises,Medium_GI
f1011,raises,Medium_GI
f1012,raises,Low_GI
f1013,raises,Medium_GI
f1014,raises,Medium_GI
f1015,raises,Low_GI
f1016,raises,Low_GI
f1017,raises,Medium_GI
f1018,raises,Medium_GI
f1019,raises,Medium_GI
f1020,raises,Low_GI
f1021,raises,Low_GI
f1022,raises,Low_GI
f1023,raises,Low_GI
f1024,raises,Low_GI
f1025,raises,Low_GI
f1026,raises,Low_GI
f1027,raises,Low_GI
f1028,raises,Medium_GI
f1029,raises,Low_GI
f1030,raises,Medium_GI
f1031,raises,Medium_GI
f1032,raises,Medium_GI
f1033,raises,Low_GI
f1034,raises,Low_GI
f1035,raises,Low_GI
f1036,raises,Medium_GI
f1037,raises,Medium_GI
f1038,raises,Low_GI
f1039,raises,Low_GI
f1040,raises,Low_GI
f1041,raises,Medium_GI
f1042,raises,Medium_GI
f1043,raises,Low_GI
f1044,raises,Low_GI
f1045,raises,Medium_GI
f1046,raises,Medium_GI
f1047,raises,Medium_GI
f1048,raises,Medium_GI
f1049,raises,Medium_GI
f1050,raises,Low_GI
f1051,raises,Medium_GI
f1052,raises,Low_GI
f1053,raises,Medium_GI
f1054,raises,Low_GI
f1055,raises,Medium_GI
f1056,raises,Low_GI
f1057,raises,Low_GI
f1058,raises,Medium_GI
f1059,raises,Medium_GI
f1060,raises,Low_GI
f1061,raises,Medium_GI
f1062,raises,Low_GI
f1063,raises,Low_GI
f1064,raises,Low_GI
f1065,raises,Low_GI
f1066,raises,Medium_GI
f1067,raises,Medium_GI
f1068,raises,Medium_GI
f1069,raises,Medium_GI
f1070,raises,Low_GI
f1071,raises,Medium_GI
f1072,raises,Medium_GI
f1073,raises,Medium_GI
f1074,raises,Medium_GI
f1075,raises,Medium_GI
f1076,raises,Low_GI
f1077,raises,Low_GI
f1078,raises,Medium_GI
f1079,raises,High_GI
f1080,raises,Medium_GI
f1081,raises,Medium_GI
f1082,raises,Low_GI
f1083,raises,Medium_GI
f1084,raises,High_GI
f1085,raises,Low_GI
f1086,raises,Medium_GI
f1087,raises,Medium_GI
f1088,raises,Low_GI
f1089,raises,Medium_GI
f1090,raises,Medium_GI
f1091,raises,Medium_GI
f1092,raises,Medium_GI
f1093,raises,Low_GI
f1094,raises,Medium_GI
f1095,raises,Low_GI
f1096,raises,Medium_GI
f1097,raises,Medium_GI
f1098,raises,Medium_GI
f1099,raises,Low_GI
f1100,raises,Low_GI
f1101,raises,Low_GI
f1102,raises,Low_GI
f1103,raises,Low_GI
f1104,raises,Medium_GI
f1105,raises,Medium_GI
f1106,raises,High_GI
f1107,raises,Medium_GI
f1108,raises,Medium_GI
f1109,raises,Low_GI
f1110,raises,Medium_GI
f1111,raises,Medium_GI
f1112,raises,Medium_GI
f1113,raises,Low_GI
f1114,raises,Low_GI
f1115,raises,Low_GI
f1116,raises,Low_GI
f1117,raises,Low_GI
f1118,raises,Medium_GI
f1119,raises,Medium_GI
f1120,raises,Medium_GI
f1121,raises,Low_GI
f1122,raises,Medium_GI
f1123,raises,Medium_GI
f1124,raises,Medium_GI
f1125,raises,Low_GI
f1126,raises,Low_GI
f1127,raises,Medium_GI
f1128,raises,Low_GI
f1129,raises,Low_GI
f1130,raises,High_GI
f1131,raises,Medium_GI
f1132,raises,Medium_GI
f1133,raises,Medium_GI
f1134,raises,High_GI
f1135,raises,Medium_GI
f1136,raises,Low_GI
f1137,raises,Medium_GI
f1138,raises,Medium_GI
f1139,raises,Medium_GI
f1140,raises,Medium_GI
f1141,raises,Medium_GI
f1142,raises,Medium_GI
f1143,raises,Medium_GI
f1144,raises,Medium_GI
f1145,raises,Low_GI
f1146,raises,Low_GI
f1147,raises,Medium_GI
f1148,raises,Medium_GI
f1149,raises,Low_GI
f1150,raises,Medium_GI
f1151,raises,Low_GI
f1152,raises,High_GI
f1153,raises,Medium_GI
f1154,raises,Low_GI
f1155,raises,Low_GI
f1156,raises,Low_GI
f1157,raises,Low_GI
f1158,raises,Low_GI
f1159,raises,Low_GI
f1160,raises,Medium_GI
f1161,raises,Medium_GI
f1162,raises,Medium_GI
f1163,raises,Low_GI
f1164,raises,Medium_GI
f1165,raises,Medium_GI
f1166,raises,Medium_GI
f1167,raises,Low_GI
f1168,raises,Low_GI
f1169,raises,Low_GI
f1170,raises,Medium_GI
f1171,raises,Medium_GI
f1172,raises,Medium_GI
f1173,raises,Medium_GI
f1174,raises,Medium_GI
f1175,raises,Medium_GI
f1176,raises,Medium_GI
f1177,raises,Medium_GI
f1178,raises,Low_GI
f1179,raises,Low_GI
f1180,raises,Low_GI
f1181,raises,Medium_GI
f1182,raises,Low_GI
f1183,raises,Low_GI
f1184,raises,Medium_GI
f1185,raises,Low_GI
f1186,raises,Low_GI
f1187,raises,Medium_GI
f1188,raises,Low_GI
f1189,raises,Medium_GI
f1190,raises,Medium_GI
f1191,raises,Medium_GI
f1192,raises,Medium_GI
f1193,raises,Medium_GI
f1194,raises,Medium_GI
f1195,raises,Medium_GI
f1196,raises,Medium_GI
f1197,raises,Low_GI
f1198,raises,Low_GI
f1199,raises,Low_GI
f1200,raises,Medium_GI
f1201,raises,Medium_GI
f1202,raises,Medium_GI
f1203,raises,High_GI
f1204,raises,Low_GI
f1205,raises,Medium_GI
f1206,raises,Medium_GI
f1207,raises,Low_GI
f1208,raises,Low_GI
f1209,raises,Low_GI
f1210,raises,Medium_GI
f1211,raises,High_GI
f1212,raises,Medium_GI
f1213,raises,Medium_GI
f1214,raises,Low_GI
f1215,raises,Medium_GI
f1216,raises,Low_GI
f1217,raises,High_GI
f1218,raises,Medium_GI
f1219,raises,Medium_GI
f1220,raises,Medium_GI
f1221,raises,Medium_GI
f1222,raises,Low_GI
f1223,raises,Medium_GI
f1224,raises,Low_GI
f1225,raises,Medium_GI
f1226,raises,High_GI
f1227,raises,Medium_GI
f1228,raises,Medium_GI
f1229,raises,Medium_GI
f1230,raises,Medium_GI
f1231,raises,High_GI
f1232,raises,Medium_GI
f1233,raises,Medium_GI
f1234,raises,Medium_GI
